,village,school,num_students
408,Brezno,"Materská škola pri ZŠ - Brezno, Máj.povst.čes.ľudu",132.0
409,Brezno,"ZŠ s MŠ - Brezno, Máj.povst.čes.ľudu",256.0
410,Brezno,"OA - Brezno, Malinovského",100.0
411,Brezno,"HA - Brezno, Malinovského",267.0
412,Brezno,"Špec.ZŠ - Brezno, Mládežnícka",193.0
413,Brezno,"EP - ZŠ s MŠ K. R. - Brezno, Nálepkova",99.0
414,Brezno,"ZŠ s MŠ - Brezno, Pionierska",827.0
415,Brezno,"ZŠ s MŠ - Brezno, Pionierska",544.0
416,Brezno,"Súkr. materská škola - Brezno, Školská",16.0
417,Brezno,"Súkr.SOŠ pedag. EBG - Brezno, Školská",178.0
418,Brezno,"Gym. J.CH. - Brezno, Štúrova",290.0
419,Brezno,"SOŠ techniky a služieb - Brezno, Laskomerského",267.0
420,Brezolupy,ZŠ s MŠ pre deti a žiak - Brezolupy,76.0
421,Brezová pod Bradlom,"Materská škola - Brezová p.B., Budovateľská",54.0
422,Brezová pod Bradlom,"Materská škola - Brezová p.B., Sídl.D.Jurkoviča",72.0
423,Brezová pod Bradlom,"ZŠ - Brezová p.B., Sídl.Dolné Lúky",357.0
424,Brezovica,"ZŠ s MŠ - Brezovica, Školská",119.0
425,Brezovica,"Materská škola pri ZŠ - Brezovica, Školská",45.0
426,Brezovica,Materská škola pri ZŠ - Brezovica,61.0
427,Brezovica,ZŠ s MŠ - Brezovica,278.0
428,Brezovica,"ZŠ s MŠ - Brezovica, Školská",119.0
429,Brezovica,"Materská škola pri ZŠ - Brezovica, Školská",45.0
430,Brezovica,Materská škola pri ZŠ - Brezovica,61.0
431,Brezovica,ZŠ s MŠ - Brezovica,278.0
432,Brezovička,Materská škola - Brezovička,14.0
433,Brodské,"ZŠ - Brodské, Školská",193.0
434,Brodské,"Materská škola - Brodské, Školská",59.0
435,Brodzany,Materská škola - Brodzany,19.0
436,Brodzany,ZŠ - Brodzany,12.0
437,Brunovce,Materská škola - Brunovce,21.0
438,Brusnica,Materská škola - Brusnica,9.0
439,Brusno,Materská škola pri ZŠ - Brusno,70.0
440,Brusno,ZŠ s MŠ - Brusno,225.0
441,Brusno,Materská škola pri ZŠ - Brusno,70.0
442,Brusno,ZŠ s MŠ - Brusno,225.0
443,Bruty,Materská škola - Óvoda - Bruty,7.0
444,Brvnište,ZŠ s MŠ - Brvnište,175.0
445,Brvnište,EP ako súčasť ZŠ s MŠ - Brvnište,27.0
446,Brzotín,"Materská škola pri ZŠ - Brzotín, Berzehorská",22.0
447,Brzotín,"ZŠ s MŠ - Brzotín, Berzehorská",87.0
448,Búč,"MŠ s VJM - Óvoda - Búč, Hlavná",29.0
449,Búč,"ZŠ Mihálya Katonu s VJM - Búč, Hlavná",113.0
450,Bučany,EP ako súčasť ZŠ s MŠ - Bučany,72.0
451,Bučany,ZŠ s MŠ - Bučany,194.0
452,Budča,"Materská škola - Budča, Lhenická",62.0
453,Budča,"ZŠ A.O. - Budča, Školská",174.0
454,Budimír,Materská škola pri  ZŠ - Budimír,38.0
455,Budimír,ZŠ s MŠ - Budimír,514.0
456,Budkovce,Materská škola - Budkovce,43.0
457,Budkovce,ZŠ - Budkovce,393.0
458,Budmerice,ZŠ s MŠ - Budmerice,321.0
459,Budmerice,EP - ZŠ pri ZŠ s MŠ - Budmerice,
460,Budmerice,EP - MŠ pri ZŠ s MŠ - Budmerice,90.0
461,Buglovce,Materská škola - Buglovce,15.0
462,Buková,Materská škola - Buková,17.0
463,Buková,Materská škola - Buková,17.0
464,Bukovce,Materská škola pri ZŠ - Bukovce,20.0
465,Bukovce,ZŠ s MŠ - Bukovce,70.0
466,Bukovec,Materská škola - Bukovec,9.0
467,Bukovec,Materská škola - Bukovec,9.0
468,Bukovec,Materská škola - Bukovec,9.0
469,Bulhary,ZŠ s VJM - Bulhary,23.0
470,Bušince,"EP - ZŠ s MŠ - Bušince, Železničná",55.0
471,Bušince,"ZŠ s MŠ - Bušince, Krtíšska",251.0
472,Bušince,"EP - ZŠsMŠ (MŠ) - Bušince, Lučenecká",
473,Buzica,Materská škola - Buzica,30.0
474,Buzica,ZŠ s VJM - Buzica,194.0
475,Buzitka,ZŠ - Buzitka,13.0
476,Buzitka,Materská škola - Buzitka,17.0
477,Bystrany,ZŠ - Bystrany,674.0
478,Bystrany,Materská škola (R) - Bystrany,20.0
479,Bystrany,Materská škola - Bystrany,10.0
480,Bystrany,SŠ - SOŠ slu - Bystrany,54.0
481,Bystré,Materská škola - Bystré,48.0
482,Bystré,ZŠ - Bystré,295.0
483,Bystré,"Materská škola - Bystré, Sídlisko",56.0
484,Bystričany,"EP ako súčasť ZŠ s MŠ - Bystričany, Bernolákova",41.0
485,Bystričany,"OU RC - Bystričany, Chalmovská",28.0
486,Bystričany,"ZŠ s MŠ - Bystričany, M.Nešporu",123.0
487,Bystrička,Materská škola - Bystrička,34.0
488,Bystrička,ZŠ - Bystrička,22.0
489,Bystrička,Materská škola - Bystrička,34.0
490,Bystrička,ZŠ - Bystrička,22.0
491,Bystrička,Materská škola - Bystrička,34.0
492,Bystrička,ZŠ - Bystrička,22.0
493,Bytča,"Materská škola - Bytča, Dostojevského",142.0
494,Bytča,"ZŠ - Bytča, Eliáša Lániho",473.0
495,Bytča,"Materská škola - Bytča, Hurbanova",154.0
496,Bytča,"Materská škola - Bytča, m.č.Hliník n.Váhom",40.0
497,Bytča,"Materská škola - Bytča, m.č.Hrabové",39.0
498,Bytča,"Materská škola - Bytča, m.č.Pšurnovice",19.0
499,Bytča,EP pri MŠ - Bytča,
500,Bytča,"Súkr. SOŠ - Bytča, Sidónie Sakalovej",
501,Bytča,"Gym. - Bytča, Štefánikova",286.0
502,Bytča,"ZŠ - Bytča,  mieru",794.0
503,Bytča,"Súkr. MŠ - Bytča, Eliáša Lániho",27.0
504,Bytča,"ŠZŠ pri Spojenej škole - Bytča, Mičurova",86.0
505,Bytča,"PrŠ pri SŠ - Bytča, Mičurova",10.0
506,Bytča,"EP pri SŠ inter. - Bytča, Mičurova",
507,Bzenica,Materská škola - Bzenica,12.0
508,Bzenov,ZŠ s MŠ - Bzenov,22.0
509,Bzenov,EP ZŠ s MŠ (MŠ) - Bzenov,32.0
510,Bzince pod Javorinou,EP ako súčasť  ZŠ s MŠ - Bzince p.J.,76.0
511,Bzince pod Javorinou,ZŠ s MŠ Ľ. Podjavorinsk - Bzince p.J.,164.0
512,Bzovík,EP - ZŠ s MŠ - Bzovík,30.0
513,Bzovík,ZŠ s MŠ - Bzovík,218.0
514,Cabov,Materská škola - Cabov,16.0
515,Cakov,ZŠ s VJM - Cakov,44.0
516,Cejkov,"Materská škola - Cejkov, Hlavná",23.0
517,Cejkov,"ZŠ - Cejkov, Školská",120.0
518,Cernina,Materská škola - Cernina,20.0
519,Cernina,ZŠ - Cernina,100.0
520,Cerová,MŠ pri ZŠ - Cerová,30.0
521,Cerová,ZŠ s MŠ - Cerová,152.0
522,Cerová,MŠ pri ZŠ - Cerová,30.0
523,Cerová,ZŠ s MŠ - Cerová,152.0
524,Cerovo,Materská škola pri ZŠ - Cerovo,14.0
525,Cerovo,ZŠ s MŠ - Cerovo,57.0
526,Cestice,Materská škola - Cestice,18.0
527,Cestice,ZŠ - Cestice,11.0
528,Cífer,"Materská škola - Cífer, Nám.A.Hlinku",162.0
529,Cífer,"ZŠ - Cífer, SNP",419.0
530,Cigeľ,Materská škola pri ZŠ - Cigeľ,34.0
531,Cigeľ,ZŠ s MŠ - Cigeľ,41.0
532,Cigeľka,ZŠ - Cigeľka,52.0
533,Cinobaňa,"EP - ZŠ s MŠ - Cinobaňa, Sídlisko",62.0
534,Cinobaňa,"ZŠ s MŠ - Cinobaňa, Banská",206.0
535,Čab,Materská škola - Čab,36.0
536,Čabiny,Materská škola - Čabiny,11.0
537,Čabradský Vrbovok,Materská škola - Čabradský Vrbovok,17.0
538,Čadca,"Gym. J. M. Hurbana - Čadca, 17.novembra",727.0
539,Čadca,"OA - Čadca, 17.novembra",315.0
540,Čadca,"Materská škola - Čadca, Fraňa Kráľa",85.0
541,Čadca,"EP pri Spojenej škole - Čadca, Horelica",
542,Čadca,"Materská škola pri ZŠ - Čadca, Horelica",30.0
543,Čadca,"ZŠ s MŠ - Čadca, Horelica",127.0
544,Čadca,"SOŠ pedag.sv. M. Gorett - Čadca, Horná",258.0
545,Čadca,"SZŠ - Čadca, Horná",192.0
546,Čadca,"Materská škola - Čadca, Hurbanova",146.0
547,Čadca,"Materská škola - Čadca, Janka Kráľa",158.0
548,Čadca,"ZŠ - Čadca, M.R.Štefánika",445.0
549,Čadca,"Materská škola - Čadca, Milošová",86.0
550,Čadca,"ZŠ - Čadca, Milošová u Prívary",69.0
551,Čadca,"SOŠ technická - Čadca, Okružná",471.0
552,Čadca,"ZŠ pri ZZ p - Čadca, Palárikova",4.0
553,Čadca,"ŠZŠ pri Spojenej škole - Čadca, Palárikova",86.0
554,Čadca,"PrŠ pri SŠ - Čadca, Palárikova",11.0
555,Čadca,"ZŠ s MŠ - Čadca, Podzávoz",279.0
556,Čadca,"Materská škola pri ZŠ - Čadca, Podzávoz",45.0
557,Čadca,"ZŠ - Čadca, Rázusova",584.0
558,Čadca,"Materská škola - Čadca, SNP",209.0
559,Čadca,"SOŠ OaSl - Čadca,  17.novembra",445.0
560,Čadca,"EP pri Súkr. ZŠ s MŠ - Čadca,  Hviezdoslavova",
561,Čadca,"ZŠ - Čadca,  Komenského",410.0
562,Čachtice,"Súkr. materská škola - Čachtice, Malinovského",92.0
563,Čachtice,"Materská škola - Čachtice, Pionierska",106.0
564,Čachtice,"ZŠ 4. sednice Tatrína - Čachtice, Pionierska",375.0
565,Čajkov,ZŠ s MŠ - Čajkov,81.0
566,Čajkov,Materská škola pri ZŠ s - Čajkov,22.0
567,Čaka,Materská škola pri ZŠ - Čaka,20.0
568,Čaka,ZŠ s MŠ - Čaka,78.0
569,Čakajovce,"Materská škola pri ZŠ - Čakajovce, Nová",60.0
570,Čakajovce,"ZŠ s MŠ - Čakajovce, Nová",98.0
571,Čakanovce,ZŠ s VJM - Čakanovce,59.0
572,Čakanovce,Materská škola s VJM - Čakanovce,21.0
573,Čakanovce,Materská škola - Čakanovce,18.0
574,Čakanovce,ZŠ - Čakanovce,61.0
575,Čakanovce,ZŠ s VJM - Čakanovce,59.0
576,Čakanovce,Materská škola s VJM - Čakanovce,21.0
577,Čakanovce,Materská škola - Čakanovce,18.0
578,Čakanovce,ZŠ - Čakanovce,61.0
579,Čakany,Materská škola s VJM - Čakany,22.0
580,Čakany,ZŠ pri LVS - Čakany,32.0
581,Čaklov,SŠ - SOŠ - Čaklov,
582,Čaklov,SŠ - SOŠ - Čaklov,
583,Čaklov,Materská škola - Čaklov,54.0
584,Čaklov,ZŠ - Čaklov,283.0
585,Čalovec,"Materská škola - Óvoda - Čalovec, Hlavná",29.0
586,Čalovec,ZŠ  - Čalovec,22.0
587,Čamovce,ZŠ - Čamovce,24.0
588,Čamovce,Materská škola - Čamovce,19.0
589,Čaňa,"ZŠ - Čaňa, Pionierska",672.0
590,Čaňa,"Materská škola - Čaňa, Školská",100.0
591,Čaňa,"EP - SŠ i.-ŠZŠi - Čaňa, Osloboditeľov",
592,Čaňa,"EP - SOŠ technickej - Čaňa, Pionierska",
593,Čaňa,"Súkr. MŠ - Čaňa, Osloboditeľov",20.0
594,Čaradice,Materská škola - Čaradice,13.0
595,Čaradice,ZŠ - Čaradice,14.0
596,Čáry,"ZŠ - Čáry, Školská",112.0
597,Čáry,"Materská škola - Čáry,  M.Kollára",41.0
598,Častá,"ZŠ s MŠ - Častá, Hlavná",279.0
599,Častá,"EP-MŠ pri ZŠ - Častá, Na vŕšku",88.0
600,Častkov,ZŠ - Častkov,23.0
601,Častkov,Materská škola - Častkov,18.0
602,Častkovce,Materská škola pri ZŠ - Častkovce,32.0
603,Častkovce,ZŠ s MŠ - Častkovce,36.0
604,Čata,"Materská škola - Óvoda - Čata, Kostolná",27.0
605,Čata,"ZŠ Gábora Barossa s VJM - Čata, Školská",86.0
606,Čataj,"Materská škola pri ZŠ - Čataj, Hlavná",39.0
607,Čataj,"ZŠ s MŠ - Čataj, Hlavná",52.0
608,Čavoj,Materská škola pri ZŠ - Čavoj,8.0
609,Čavoj,ZŠ s MŠ - Čavoj,41.0
610,Čebovce,"Materská škola pri ZŠ - Čebovce, Na Parlagu",27.0
611,Čebovce,"ZŠ s MŠ - Čebovce, Na Parlagu",174.0
612,Čečejovce,"Materská škola pri ZŠ - Čečejovce, Školská",67.0
613,Čečejovce,"ZŠ s MŠ - Čečejovce, Školská",257.0
614,Čechynce,"ZŠ  - Čechynce, Nitrianska",20.0
615,Čechynce,"Materská škola - Čechynce, Nitrianska",23.0
616,Čekovce,Materská škola - Čekovce,40.0
617,Čeľadice,Materská škola pri ZŠ - Čeľadice,31.0
618,Čeľadice,ZŠ s MŠ - Čeľadice,137.0
619,Čeľadince,Materská škola pri ZŠ - Čeľadince,36.0
620,Čeľadince,ZŠ s MŠ - Čeľadince,33.0
621,Čelovce,Materská škola - Čelovce,17.0
622,Čelovce,EP - ZŠ internátna - Čelovce,
623,Čelovce,Materská škola - Čelovce,17.0
624,Čelovce,EP - ZŠ internátna - Čelovce,
625,Čeľovce,"Materská škola - Čeľovce, Hlavná",17.0
626,Čeľovce,"ZŠ - Čeľovce, Hlavná",20.0
627,Čenkovce,MŠ pri ZŠ s vjm - Čenkovce,46.0
628,Čenkovce,ZŠ s MŠ - Čenkovce,24.0
629,Čereňany,"ZŠ s MŠ - Čereňany, Školská",45.0
630,Čereňany,"EP ako súčasť ZŠ s MŠ - Čereňany, Školská",37.0
631,Čerenčany,"ZŠ pri RC - Čerenčany, S.Kollára",26.0
632,Čerenčany,"Špec.ZŠ pri RC - Čerenčany, S.Kollára",9.0
633,Čerhov,"Materská škola pri ZŠ - Čerhov, Hlavná",22.0
634,Čerhov,"ZŠ s MŠ - Čerhov, Hlavná",141.0
635,Čerín,Materská škola - Čerín,24.0
636,Černík,"Materská škola - Černík, Hlavná",46.0
637,Červená Voda,ZŠ - Červená Voda,19.0
638,Červená Voda,Materská škola - Červená Voda,18.0
639,Červenica,Ev.sp.šk.i. - PŠ inter. - Červenica,4.0
640,Červenica,Ev.sp.šk.i.- ŠZŠhs.int. - Červenica,16.0
641,Červenica,ZŠ - Červenica,170.0
642,Červenica,EP - SOŠ lesníckej - Červenica,
643,Červenica pri Sabinove,Materská škola - Červenica,31.0
644,Červenica pri Sabinove,ZŠ - Červenica,34.0
645,Červeník,"EP ako súčasť ZŠ s MŠ - Červeník, Osloboditeľov",56.0
646,Červeník,"ZŠ s MŠ - Červeník, Osloboditeľov",173.0
647,Červený Hrádok,Materská škola pri ZŠ - Červený Hrádok,12.0
648,Červený Hrádok,ZŠ s MŠ - Červený Hrádok,136.0
649,Červený Kameň,Materská škola - Červený Kameň,17.0
650,Červený Kameň,ZŠ - Červený Kameň,15.0
651,Červený Kameň,Materská škola - Červený Kameň,17.0
652,Červený Kameň,ZŠ - Červený Kameň,15.0
653,Červený Kláštor,Materská škola - Červený Kláštor,19.0
654,Čičarovce,ZŠ s VJM - Čičarovce,39.0
655,Čičarovce,Materská škola s VJM - Čičarovce,19.0
656,Čičava,ZŠ - Čičava,97.0
657,Čičava,Materská škola - Čičava,24.0
658,Číčov,"Materská škola pri ZŠ - Číčov, Hlavná",28.0
659,Číčov,"ZŠ s MŠ S.Gáspára s VJM - Číčov, Hlavná",123.0
660,Čierna,"Materská škola s VJM - Čierna, Hlavná",7.0
661,Čierna Lehota,Materská škola - Čierna Lehota,14.0
662,Čierna Lehota,Materská škola - Čierna Lehota,14.0
663,Čierna nad Tisou,"ZŠ - Čierna nad Tisou, Školská",292.0
664,Čierna nad Tisou,"Materská škola - Čierna nad Tisou, Školská ",60.0
665,Čierna nad Tisou,"ZŠ s VJM - Čierna nad Tisou, Zimná",119.0
666,Čierna nad Tisou,"EP - SOŠ - Čierna nad Tisou, Železničná",
667,Čierna Voda,Materská škola s VJM - Čierna Voda,40.0
668,Čierna Voda,ZŠ s VJM - Čierna Voda,31.0
669,Čierne,"Materská škola - Čierne, Ústredie",80.0
670,Čierne,"ZŠ - Čierne, Ústredie",202.0
671,Čierne,"Materská škola pri ZŠ - Čierne, Vyšný Koniec",56.0
672,Čierne,"ZŠ s MŠ - Čierne, Vyšný Koniec",210.0
673,Čierne,"Materská škola - Čierne, Ústredie",80.0
674,Čierne,"ZŠ - Čierne, Ústredie",202.0
675,Čierne,"Materská škola pri ZŠ - Čierne, Vyšný Koniec",56.0
676,Čierne,"ZŠ s MŠ - Čierne, Vyšný Koniec",210.0
677,Čierne,"Materská škola - Čierne, Ústredie",80.0
678,Čierne,"ZŠ - Čierne, Ústredie",202.0
679,Čierne,"Materská škola pri ZŠ - Čierne, Vyšný Koniec",56.0
680,Čierne,"ZŠ s MŠ - Čierne, Vyšný Koniec",210.0
681,Čierne Kľačany,"Materská škola - Čierne Kľačany, Vozokanská",29.0
682,Čierne Kľačany,"ZŠ - Čierne Kľačany, Školská",24.0
683,Čierne nad Topľou,ZŠ - Čierne n.T.,22.0
684,Čierne nad Topľou,Materská škola - Čierne n.T.,22.0
685,Čierne Pole,Materská škola - Čierne Pole,16.0
686,Čierny Balog,"Špec.ZŠ - Čierny Balog, Hlavná",68.0
687,Čierny Balog,"Materská škola - Čierny Balog, Hlavná",68.0
688,Čierny Balog,"ZŠ - Čierny Balog, Jánošovka, Školská",355.0
689,Čierny Balog,"Materská škola - Čierny Balog, Družstevná",39.0
690,Čierny Balog,"Materská škola - Čierny Balog, Mlynská",23.0
691,Čierny Brod,Materská škola - Čierny Brod,37.0
692,Čierny Brod,"ZŠ - Čierny Brod, Hlavná",135.0
693,Čierny Brod,"ZŠ s VJM - Čierny Brod, Hlavná",26.0
694,Čifáre,Materská škola - Čifáre,24.0
695,Čifáre,ZŠ - Čifáre,19.0
696,Čiližská Radvaň,Materská škola s VJM - Čiližská Radvaň,25.0
697,Čiližská Radvaň,"ZŠ M.Kóczána s VJM - Čiližská Radvaň, Hlavná",263.0
698,Čimhová,"ZŠ s MŠ - Čimhová, Nová",40.0
699,Čimhová,"Materská škola pri ZŠ - Čimhová, Nová",41.0
700,Čirč,EP - ZŠ s MŠ (MŠ) - Čirč,40.0
701,Čirč,ZŠ s MŠ - Čirč,98.0
702,Číž,Materská škola - Číž,18.0
703,Číž,ZŠ s VJM - Číž,21.0
704,Čižatice,Materská škola - Čižatice,11.0
705,Čoltovo,Materská škola s VJM - Čoltovo,7.0
706,Čoltovo,ZŠ s VJM - Čoltovo,8.0
707,Čučma,Materská škola - Čučma,19.0
708,Ďačov,ZŠ s MŠ - Ďačov,25.0
709,Ďačov,EP - ZŠ s MŠ (MŠ) - Ďačov,18.0
710,Danišovce,Materská škola - Danišovce,19.0
711,Ďanová,Materská škola - Ďanová,35.0
712,Ďapalovce,ZŠ - Ďapalovce,24.0
713,Ďapalovce,Materská škola - Ďapalovce,14.0
714,Dargov,"Materská škola - Dargov, Pod Lipinami",12.0
715,Davidov,Materská škola - Davidov,21.0
716,Davidov,ZŠ - Davidov,24.0
717,Dedina Mládeže,"EP Špec. ZŠ - Dedina Mládeže, Brigádnická",
718,Dedinka,ZŠ s MŠ - Dedinka,46.0
719,Dedinka,EP Materská šk. pri ZŠ - Dedinka,16.0
720,Dechtice,EP ako súčasť ZŠ s MŠ - Dechtice,42.0
721,Dechtice,ZŠ s MŠ - Dechtice,145.0
722,Demandice,ZŠ s MŠ - Demandice,133.0
723,Demandice,EP ZŠ s MŠ - Demandice,33.0
724,Demjata,Materská škola - Demjata,36.0
725,Demjata,ZŠ - Demjata,51.0
726,Detva,"ZŠ J.J.T. - Detva, A.Bernoláka",386.0
727,Detva,"ZŠ - Detva, Kukučínova",327.0
728,Detva,"Materská škola - Detva, M.R.Štefánika",167.0
729,Detva,"Materská škola - Detva, Nám.SNP",112.0
730,Detva,"Materská škola - Detva, Obrancov mieru",91.0
731,Detva,"Špec.ZŠ - Detva, Obrancov mieru",32.0
732,Detva,"ŠZŠ pre telesne postih. - Detva, Pionierska",39.0
733,Detva,"Materská škola - Detva, Štúrova",21.0
734,Detva,"ZŠ s MŠ A.V - Detva, Štúrova",191.0
735,Detva,"SŠ - SOŠ - Detva, Štúrova",
736,Detva,"SŠ - OA - Detva, Štúrova",
737,Detva,"Gym. - Detva, Štúrova",85.0
738,Detva,"Materská škola - Detva,  A.Bernoláka",110.0
739,Detva,"ZŠ - Detva,  Obrancov mieru",400.0
740,Detva,"EP - ŠZŠ pre ž. s TP - Detva, Štúrova",
741,Detva,"SŠ - PŠ - Detva, Pionierska",12.0
742,Detva,"SŠ - ZŠpŽsA - Detva, Pionierska",3.0
743,Detvianska Huta,Materská škola pri ZŠ - Detvianska Huta,17.0
744,Detvianska Huta,ZŠ s MŠ M.K - Detvianska Huta,65.0
745,Dežerice,Materská škola - Dežerice,46.0
746,Diakovce,"Materská škola - Diakovce, Školská",16.0
747,Diakovce,"ZŠ s VJM - Diakovce, Školská",83.0
748,Diakovce,"ZŠ - Diakovce, Školská",2.0
749,Diakovce,"MŠ s VJM - Óvoda - Diakovce, Školská",32.0
750,Diviacka Nová Ves,Materská škola pri ZŠ - Diviacka N.V.,52.0
751,Diviacka Nová Ves,ZŠ s MŠ - Diviacka N.V.,57.0
752,Diviaky nad Nitricou,ZŠ s MŠ - Diviaky nad Nitricou,168.0
753,Diviaky nad Nitricou,EP ako súčasť ZŠ s MŠ - Diviaky nad Nitricou,47.0
754,Divín,"Materská škola - Divín, Lúčna",67.0
755,Divín,"ZŠ - Divín, Lúčna",286.0
756,Divina,EP pri ZŠ s MŠ-MŠ - Divina,63.0
757,Divina,ZŠ s MŠ - Divina,195.0
758,Divinka,EP pri ZŠ s MŠ-MŠ - Divinka,46.0
759,Divinka,ZŠ s MŠ - Divinka,63.0
760,Dlhá,Materská škola - Dlhá,13.0
761,Dlhá nad Kysucou,Materská škola pri ZŠ - Dlhá n.K.,18.0
762,Dlhá nad Kysucou,ZŠ s MŠ - Dlhá n.K.,25.0
763,Dlhá nad Oravou,Materská škola pri ZŠ - Dlhá nad Oravou,39.0
764,Dlhá nad Oravou,ZŠ s MŠ - Dlhá nad Oravou,167.0
765,Dlhá Ves,"ZŠ - Dlhá Ves, Hlavná",13.0
766,Dlhá Ves,"Materská škola - Dlhá Ves, Hlavná",6.0
767,Dlhé Klčovo,"ZŠ - Dlhé Klčovo, Dlhá",39.0
768,Dlhé Klčovo,"Materská škola - Dlhé Klčovo, Dlhá",30.0
769,Dlhé nad Cirochou,"ZŠ s MŠ - Dlhé n.C., Školská",143.0
770,Dlhé nad Cirochou,"Materská škola pri ZŠ - Dlhé n.C., Školská",31.0
771,Dlhé Pole,EP pri ZŠ s MŠ-MŠ - Dlhé Pole,49.0
772,Dlhé Pole,ZŠ s MŠ - Dlhé Pole,185.0
773,Dlhé Stráže,ZŠ - Dlhé Stráže,21.0
774,Dlhé Stráže,Materská škola - Dlhé Stráže,19.0
775,Dobrá,"Materská škola - Dobrá, Hlavná",10.0
776,Dobrá,"Materská škola - Dobrá, Hlavná",10.0
777,Dobrá Niva,"EP - ZŠ s MŠ - Dobrá Niva,  8.marca",56.0
778,Dobrá Niva,"ZŠ s MŠ - Dobrá Niva, Školská",222.0
779,Dobrá Voda,MŠ pri ZŠ - Dobrá Voda,20.0
780,Dobrá Voda,ZŠ s MŠ - Dobrá Voda,51.0
781,Dobroč,Materská škola - Dobroč,20.0
782,Dobroč,ZŠ - Dobroč,11.0
783,Dobroč,Materská škola - Dobroč,20.0
784,Dobroč,ZŠ - Dobroč,11.0
785,Dobrohošť,Materská škola s VJM - Dobrohošť,44.0
786,Dobšiná,"SŠ - ŠZŠ - Dobšiná, Nová",114.0
787,Dobšiná,"SŠ - OU - Dobšiná, Nová",37.0
788,Dobšiná,"Materská škola - Dobšiná, P.J.Šafárika 1570/3A",80.0
789,Dobšiná,"Materská škola - Dobšiná, SNP",80.0
790,Dobšiná,"SŠ - gym. - Dobšiná, SNP",
791,Dobšiná,"ZŠ - Dobšiná, Zimná",613.0
792,Dobšiná,"SŠ - SOŠ - Dobšiná, Zimná",
793,Dohňany,Materská škola pri ZŠ - Dohňany,48.0
794,Dohňany,ZŠ s MŠ - Dohňany,55.0
795,Dojč,EP ako súčasť ZŠ s MŠ - Dojč,47.0
796,Dojč,ZŠ s MŠ - Dojč,169.0
797,Doľany,ZŠ - Doľany,36.0
798,Doľany,Materská škola - Doľany,28.0
799,Doľany,Materská škola - Doľany,67.0
800,Doľany,"EP - ZŠ s MŠ (ZŠ) - Doľany, Roškovce",
801,Doľany,ZŠ - Doľany,36.0
802,Doľany,Materská škola - Doľany,28.0
803,Doľany,Materská škola - Doľany,67.0
804,Doľany,"EP - ZŠ s MŠ (ZŠ) - Doľany, Roškovce",
805,Dolinka,Materská škola - Dolinka,12.0
806,Dolná Breznica,Materská škola - Dolná Breznica,57.0
807,Dolná Krupá,"MŠ pri ZŠ - Dolná Krupá, Školská",60.0
808,Dolná Krupá,"ZŠ s MŠ - Dolná Krupá, Školská",176.0
809,Dolná Lehota,Materská škola pri ZŠ - Dolná Lehota,17.0
810,Dolná Lehota,ZŠ s MŠ - Dolná Lehota,19.0
811,Dolná Lehota,Materská škola pri ZŠ - Dolná Lehota,17.0
812,Dolná Lehota,ZŠ s MŠ - Dolná Lehota,19.0
813,Dolná Mariková,Materská škola - Dolná Mariková,59.0
814,Dolná Mariková,ZŠ - Dolná Mariková,190.0
815,Dolná Poruba,EP ako súčasť ZŠ s MŠ - Dolná Poruba,24.0
816,Dolná Poruba,ZŠ s MŠ - Dolná Poruba,64.0
817,Dolná Streda,"ZŠ - Dolná Streda, J.Majku",55.0
818,Dolná Streda,"Materská škola - Dolná Streda, Záhumenská",43.0
819,Dolná Strehová,"EP - ZŠ s MŠ - Dolná Strehová, Hlavná",24.0
820,Dolná Strehová,"ZŠ s MŠ - Dolná Strehová, Imre Madácha",192.0
821,Dolná Súča,EP ako súčasť ZŠ s MŠ - Dolná Súča,102.0
822,Dolná Súča,ZŠ s MŠ Rudolfa Hečku - Dolná Súča,273.0
823,Dolná Tižina,Materská škola - Dolná Tižina,49.0
824,Dolná Tižina,ZŠ - Dolná Tižina,216.0
825,Dolná Ždaňa,"Materská škola - Dolná Ždaňa, Trniny",19.0
826,Dolné Dubové,MŠ pri ZŠ - Dolné Dubové,36.0
827,Dolné Dubové,ZŠ s MŠ - Dolné Dubové,27.0
828,Dolné Kočkovce,"Materská škola - Dolné Kočkovce, Š.Moyzesa",39.0
829,Dolné Kočkovce,"ZŠ - Dolné Kočkovce, Školská",47.0
